	SRR5440795.trimmed.Athaliana.bam	SRR5440804.trimmed.Athaliana.bam	SRR5440813.trimmed.Athaliana.bam	SRR5440822.trimmed.Athaliana.bam	SRR5440831.trimmed.Athaliana.bam	SRR5440840.trimmed.Athaliana.bam
AT1G06070	561	586	456	449	528	657
AT1G04443	0	0	0	0	0	0
AT1G06080	81	104	57	83	115	78
AT1G06090	94	91	83	122	117	117
AT1G06100	1	1	2	0	0	2
AT1G06110	805	942	793	442	399	654
AT1G06120	2	1	3	3	2	3
AT1G06130	970	1046	887	597	565	1065
AT1G06135	7	2	1	2	4	10
AT1G06137	11	2	2	4	2	15
AT1G06140	16	23	24	20	28	32
AT1G06143	67	88	70	62	60	67
AT1G06150	685	686	645	784	951	1009
AT1G06148	4	3	2	3	4	1
AT1G06160	248	327	285	277	230	286
AT1G06170	3	4	1	4	3	6
AT1G04447	0	0	0	0	0	0
AT1G06180	569	625	487	352	447	458
AT1G06190	661	790	744	670	715	762
AT1G06200	862	998	886	898	819	1146
AT1G06210	855	990	786	561	512	824
AT1G06220	1730	2171	1724	2083	2169	3127
AT1G06225	0	0	0	0	2	0
AT1G06230	2078	2555	2016	1824	2013	2946
AT1G06240	189	183	180	114	106	107
AT1G06250	54	47	41	32	41	26
AT1G06265	64	99	67	41	66	68
AT1G06260	36	49	40	19	38	34
AT1G06270	115	129	104	100	109	156
AT1G06280	0	0	0	0	0	0
AT1G06290	2473	3094	2213	1503	1331	2338
AT1G06310	13	70	49	46	49	49
AT1G06320	0	0	0	0	1	0
AT1G06330	0	2	0	0	1	1
AT1G06340	0	1	1	1	1	3
AT1G06350	44	64	62	95	89	82
AT1G06360	237	245	335	497	450	513
AT1G06380	185	187	138	491	457	595
AT1G06390	1324	1421	1140	1017	1057	1482
AT1G06400	2076	2107	1810	1289	1184	1845
AT1G04453	0	0	0	0	0	0
AT1G06410	3865	4300	3356	3268	2796	5358
AT1G06420	22	29	30	19	21	22
AT1G06430	2542	3253	2573	1711	1193	2130
AT1G06440	39	46	19	35	34	50
AT1G06450	139	171	155	229	254	387
AT1G04463	116	124	119	197	212	318
AT1G06460	569	630	605	259	206	317
AT1G04467	58	70	71	35	24	42
AT1G06470	560	677	508	507	515	742
AT1G06475	112	125	103	117	109	219
AT1G06480	0	0	0	0	0	0
AT1G06490	147	186	122	122	145	141
AT1G06500	183	197	163	116	112	148
AT1G04473	44	55	46	22	27	43
AT1G06515	246	219	198	209	216	274
AT1G04477	75	85	46	60	73	99
AT1G06510	254	270	205	153	154	190
AT1G06520	26	78	35	26	43	51
AT1G06530	1192	1322	1111	1794	1774	2561
AT1G06540	1205	1354	1128	1798	1781	2570
AT1G06550	1265	1788	1260	882	1042	1203
AT1G06560	271	400	293	259	306	348
AT1G04483	18	10	15	11	13	19
AT1G06570	3216	4636	3582	1362	1269	1872
AT1G06580	50	62	45	33	46	46
AT1G06590	275	315	217	190	249	314
AT1G06610	0	0	1	0	1	0
AT1G06620	170	210	136	79	112	144
AT1G06630	298	345	276	232	264	359
AT1G06640	2411	2670	2589	1639	1569	2050
AT1G06645	145	156	147	75	63	84
AT1G04487	602	718	619	351	253	530
AT1G06650	1442	1636	1404	845	663	1203
AT1G06660	39	38	36	21	26	30
AT1G06670	1711	2151	1656	2924	3396	4662
AT1G06680	13134	12582	16274	9252	7522	7863
AT1G06690	270	309	269	184	133	211
AT1G06700	1457	1497	1291	1084	1087	1583
AT1G06710	148	193	127	198	222	256
AT1G04493	15	10	9	22	27	10
AT1G04497	10	15	10	20	21	17
AT1G06720	839	1077	811	2039	2317	3165
AT1G06730	201	242	184	224	239	317
AT1G06740	123	181	101	142	187	244
AT1G06750	36	46	30	52	66	68
AT1G06760	2300	2709	2701	1228	1198	1405
AT1G04503	1084	1225	1254	619	604	683
AT1G06770	192	266	190	249	258	311
AT1G06780	607	764	576	469	438	770
AT1G06790	278	301	257	443	442	565
AT1G04507	32	32	36	66	65	80
AT1G06800	509	525	539	424	424	622
AT1G04513	265	266	291	224	244	336
AT1G06810	2	1	1	1	0	0
AT1G06820	537	592	483	367	413	525
AT1G06830	446	371	282	210	222	256
AT1G06840	1202	1207	951	570	716	1098
AT1G06850	184	185	174	139	142	180
AT1G04517	0	1	1	2	1	0
AT1G06860	0	1	0	0	1	0
AT1G04523	0	0	0	1	0	0
AT1G06870	498	545	442	442	409	716
AT1G04527	0	2	1	5	2	1
AT1G06880	0	1	1	3	0	0
AT1G06890	1394	1728	1340	1138	1072	1845
AT1G06900	745	897	679	975	977	1700
AT1G06910	109	146	117	128	120	132
AT1G06920	0	2	1	0	0	0
AT1G06923	1	0	0	0	0	0
AT1G04533	0	0	0	0	0	0
AT1G06925	0	0	0	0	0	0
AT1G06930	0	2	1	0	0	2
AT1G06950	2114	2676	2126	2333	2335	3218
AT1G06960	177	205	198	196	227	228
AT1G06970	1	3	2	2	2	2
AT1G06980	9	9	12	6	3	8
AT1G06990	0	0	0	0	0	0
AT1G07000	2374	2219	1811	1113	1192	2305
AT1G07010	963	1011	1071	586	469	661
AT1G04537	224	263	214	194	156	185
AT1G07020	380	386	345	258	228	283
AT1G04547	0	2	0	0	0	0
AT1G07025	0	1	0	0	0	0
AT1G07030	555	509	457	776	775	1094
AT1G07040	899	1083	757	409	376	565
AT1G07050	2	2	0	1	2	0
AT1G07051	0	1	0	0	0	0
AT1G07060	2	3	1	2	4	6
AT1G04557	0	1	0	1	3	1
AT1G07070	182	202	188	414	473	533
AT1G07080	2195	2644	2281	1610	1450	2139
AT1G07090	759	805	736	907	602	1000
AT1G07100	0	0	0	0	0	0
AT1G07110	1039	1073	951	690	653	917
AT1G07119	92	109	80	87	103	95
AT1G07120	48	58	42	41	58	38
AT1G04563	1	0	1	0	0	0
AT1G07128	260	240	193	192	221	288
AT1G07130	259	238	193	192	221	286
AT1G07135	499	283	394	391	514	738
AT1G07140	3334	3689	3015	4731	4184	6274
AT1G07150	21	31	26	421	749	1080
AT1G07160	49	12	14	50	52	141
AT1G07170	322	350	283	277	275	363
AT1G07175	1	0	0	0	1	1
AT1G07180	479	648	597	522	419	555
AT1G07190	0	1	0	0	0	0
AT1G07200	740	898	690	621	628	1024
AT1G07210	761	889	773	645	735	909
AT1G07220	440	553	432	422	425	565
AT1G04567	45	53	35	34	34	56
AT1G07230	1095	1363	1025	543	500	763
AT1G07240	1170	1092	967	729	694	1153
AT1G07250	774	975	715	587	484	660
AT1G07260	172	219	177	116	147	141
AT1G07270	12	10	13	9	7	14
AT1G07280	1204	2097	1636	786	601	838
AT1G04573	0	0	0	0	0	0
AT1G07290	43	64	38	38	41	46
AT1G07300	169	176	119	224	213	321
AT1G07310	1547	1826	1422	816	781	1329
AT1G07320	1308	1240	1446	1246	1187	1160
AT1G07330	3	1	0	0	1	0
AT1G07340	0	0	0	0	0	0
AT1G07350	1382	1222	1221	1165	1257	1383
AT1G07360	972	1177	936	1089	938	1702
AT1G07370	173	211	190	227	236	247
AT1G07380	593	733	576	278	252	373
AT1G07390	637	872	545	301	326	618
AT1G07400	66	85	134	273	260	259
AT1G07410	38	35	37	39	42	47
AT1G07420	444	531	414	404	370	618
AT1G07430	59	133	79	28	28	39
AT1G07440	112	84	69	60	49	53
AT1G07450	4	6	5	4	6	4
AT1G07460	1	0	0	0	0	0
AT1G07470	1618	2073	1653	1203	1182	1715
AT1G04577	5	2	1	1	4	3
AT1G07473	7	6	9	5	5	4
AT1G04583	3	4	4	4	3	1
AT1G07476	14	16	7	3	3	17
AT1G07480	1585	1960	1578	1142	1113	1573
AT1G04587	36	53	48	30	29	41
AT1G07485	13	27	26	12	5	9
AT1G07490	12	27	28	12	5	9
AT1G07510	1552	2001	1575	1508	1440	2280
AT1G07500	56	88	78	29	45	45
AT1G07520	323	397	271	447	523	794
AT1G07530	1094	1435	1110	927	839	1463
AT1G07540	0	1	0	0	0	0
AT1G04593	0	1	0	0	0	0
AT1G07550	0	1	0	0	1	0
AT1G07560	16	11	24	9	7	8
AT1G07570	1118	1051	941	518	502	774
AT1G04597	1	0	1	0	0	0
AT1G07580	1	0	0	0	3	0
AT1G07590	26567	29978	20104	27126	24807	35593
AT1G07600	16759	18458	12691	17249	15547	22401
AT1G04603	0	0	2	0	0	0
AT1G07610	162	163	122	2323	2167	3752
AT1G07615	161	188	175	154	164	217
AT1G07620	675	947	602	590	552	935
AT1G04607	0	1	0	0	0	0
AT1G07630	1978	2189	1498	1263	1277	2187
AT1G07640	1498	1443	1277	1656	1710	2802
AT1G07650	2776	2702	2568	1586	1597	2539
AT1G07645	1	0	0	0	1	0
AT1G07660	1303	1551	1372	1066	1120	1221
AT1G07670	2600	3185	2491	2296	2009	3144
AT1G07680	2	1	1	0	1	0
AT1G07690	2	0	1	1	0	0
AT1G07700	972	1078	955	746	697	924
AT1G07705	605	735	596	501	409	695
AT1G07702	21	40	35	24	14	42
AT1G07710	46	52	49	45	52	45
AT1G07720	1814	1930	2040	1249	1022	1845
AT1G04623	0	0	0	0	0	0
AT1G07725	362	404	336	288	355	426
AT1G07728	363	404	338	289	355	426
AT1G07740	94	116	88	105	107	134
AT1G07730	52	51	35	61	48	61
AT1G07745	102	136	93	93	115	122
AT1G07747	0	0	0	0	0	0
AT1G07750	746	944	786	614	472	833
AT1G07760	0	0	0	0	0	0
AT1G07770	4447	4651	3984	4067	4195	5112
AT1G07780	1449	1523	1317	1674	1659	2151
AT1G07790	378	461	430	502	623	601
AT1G07795	2	1	2	1	2	2
AT1G07810	2726	3405	2571	2432	2165	3824
AT1G07820	1486	1607	1531	1161	1244	1305
AT1G07830	284	350	248	424	457	465
AT1G07840	354	381	289	665	696	933
AT1G07850	0	6	5	0	1	2
AT1G07870	396	439	418	178	167	263
AT1G07860	0	1	0	0	1	1
AT1G07880	80	57	66	40	49	50
AT1G07885	2	0	0	0	0	1
AT1G07890	33675	30658	32560	22868	17134	29209
AT1G07900	132	194	172	38	29	73
AT1G07902	50	59	41	33	32	43
AT1G07901	19	25	26	17	19	23
AT1G07910	471	558	434	419	394	600
AT1G07920	49296	59022	49663	66333	62170	91827
AT1G07930	36107	41781	36317	55515	51513	75895
AT1G07940	71804	86010	72461	100656	95275	138318
AT1G07950	307	355	261	263	275	389
AT1G07960	532	585	458	573	505	708
AT1G07970	290	398	300	282	297	403
AT1G07980	307	370	321	302	297	413
AT1G07985	6	3	1	1	0	0
AT1G07990	1802	2270	1764	1154	1022	1693
AT1G08000	142	171	147	198	219	210
AT1G08005	1	1	0	0	0	1
AT1G08010	283	338	317	225	265	346
AT1G08030	540	566	504	390	451	589
AT1G08035	4	3	1	2	0	1
AT1G08040	435	585	448	311	336	411
AT1G08050	1285	1189	762	571	529	1158
AT1G08060	886	1048	836	529	621	816
AT1G08065	0	0	0	0	0	0
AT1G08070	22	31	27	14	20	25
AT1G08080	0	2	0	0	3	0
AT1G08090	214	115	147	5202	4575	9957
AT1G08100	26	8	28	686	631	1361
AT1G08110	1448	1648	1463	1080	1054	1460
AT1G08115	35	31	12	27	25	26
AT1G08120	2	3	4	4	6	6
AT1G04643	0	0	0	2	2	1
AT1G08125	354	392	338	342	325	414
AT1G08130	538	741	591	682	770	913
AT1G08135	0	0	0	0	0	0
AT1G08140	0	0	0	0	0	0
AT1G08150	0	0	0	0	0	0
AT1G08160	149	150	142	132	138	155
AT1G08165	8	13	12	21	6	13
AT1G08170	0	1	3	0	0	1
AT1G08180	208	212	175	84	84	108
AT1G08190	3093	3835	3231	3023	2905	4266
AT1G08200	3289	3658	3464	2407	2076	3078
AT1G08210	373	408	311	230	241	287
AT1G08220	170	244	132	292	289	359
AT1G08230	946	930	741	385	368	504
AT1G08240	0	0	0	0	0	0
AT1G08250	551	614	472	253	221	275
AT1G08260	972	1127	892	573	643	765
AT1G08270	78	95	65	60	70	84
AT1G08280	170	158	154	232	230	352
AT1G08290	140	218	134	128	161	230
AT1G08300	121	172	103	334	403	467
AT1G08310	24	24	22	21	22	33
AT1G08315	333	365	323	283	242	351
AT1G04647	333	365	323	283	242	351
AT1G08320	69	63	68	36	37	47
AT1G04653	0	0	0	0	0	0
AT1G08340	58	73	59	57	80	46
AT1G08350	226	249	185	137	121	199
AT1G08360	4920	5348	4635	5853	6164	7935
AT1G08370	862	1056	869	782	790	1161
AT1G08380	5845	5021	6771	3494	2837	2974
AT1G08390	36	50	44	33	39	34
AT1G08400	217	235	173	315	363	539
AT1G08410	491	655	525	1176	1275	1837
AT1G08420	1835	2511	1815	1651	1388	2687
AT1G08430	10	14	9	13	41	26
AT1G08440	8	31	15	1	1	1
AT1G08450	6210	8726	6679	4841	3568	5954
AT1G08460	702	734	641	295	253	335
AT1G08465	324	455	345	205	161	254
AT1G08470	325	462	345	217	166	263
AT1G08480	1770	1958	1450	1272	1283	1732
AT1G08490	932	1032	855	703	616	913
AT1G08500	83	107	61	63	69	104
AT1G08510	3730	4495	3310	1931	1602	3285
AT1G08520	1645	1826	1729	1366	1212	1409
AT1G08530	176	242	190	144	123	191
AT1G08540	686	777	736	479	458	506
AT1G08550	296	270	301	229	220	219
AT1G08560	276	230	228	163	206	183
AT1G08570	699	736	575	631	579	878
AT1G08580	557	606	488	1301	1341	1737
AT1G08590	122	156	121	134	150	163
AT1G08592	120	156	119	127	146	160
AT1G08600	1176	1427	1090	1029	1017	1546
AT1G08610	106	155	93	267	280	321
AT1G04657	21	31	19	15	13	28
AT1G08620	1408	1804	1351	1014	1088	1858
AT1G08630	1078	2064	1425	369	403	583
AT1G08640	1043	1290	1061	1256	1220	1591
AT1G08645	225	319	304	402	334	377
AT1G08650	463	642	564	833	684	768
AT1G08660	594	657	529	429	501	566
AT1G08670	3	3	7	7	5	6
AT1G08680	935	1112	936	557	493	751
AT1G08695	0	1	0	0	0	0
AT1G08700	732	846	633	618	655	829
AT1G08710	227	249	203	203	237	318
AT1G08720	729	852	751	433	398	601
AT1G08730	13	16	14	13	6	10
AT1G08750	259	323	228	180	205	248
AT1G08760	641	863	608	420	349	615
AT1G08770	471	511	492	361	300	529
AT1G08780	335	404	318	359	369	467
AT1G08790	0	0	0	0	0	0
AT1G08800	1183	1281	1032	835	784	1536
AT1G08810	231	253	244	262	223	393
AT1G08820	1795	2131	1723	922	817	1224
AT1G04667	0	0	0	0	0	0
AT1G08830	17941	19505	15463	12845	11594	16429
AT1G08840	2354	2555	2027	2056	2063	2291
AT1G08845	101	127	90	209	188	227
AT1G08860	5	8	10	4	9	13
AT1G08870	0	0	0	0	0	0
AT1G08880	1015	1298	1138	985	821	1347
AT1G08890	200	245	223	123	82	147
AT1G08900	721	617	554	284	236	372
AT1G08910	611	666	542	624	737	787
AT1G04673	0	0	0	0	0	0
AT1G04677	0	0	0	0	0	0
AT1G04683	1	0	1	0	1	3
AT1G08920	455	541	356	198	153	514
AT1G08930	9673	8122	7050	6695	7282	12345
AT1G08940	1265	819	643	555	555	994
AT1G08950	0	0	0	0	0	0
AT1G08960	250	358	263	292	272	374
AT1G08970	1105	1342	1068	878	891	1188
AT1G08980	338	335	298	213	208	239
AT1G08985	0	0	0	0	0	0
AT1G08990	31	44	26	16	30	44
AT1G09000	67	71	66	39	59	57
AT1G09010	819	814	729	538	481	615
AT1G09020	1126	1413	1139	782	792	1244
AT1G09030	0	0	0	0	0	0
AT1G09040	145	162	139	137	152	161
AT1G09050	146	204	138	153	139	189
AT1G09060	1624	1695	1394	815	849	1161
AT1G09070	7834	5875	6646	3677	3784	5372
AT1G09080	662	999	661	1146	617	987
AT1G09090	48	24	19	15	18	41
AT1G09100	1142	1392	1065	1446	1299	2033
AT1G09110	0	0	0	0	0	0
AT1G09130	3074	3337	2829	1968	1880	2567
AT1G09140	2694	2853	2382	1987	2081	2812
AT1G09150	581	671	568	529	504	651
AT1G09155	14	5	7	24	10	18
AT1G09157	1	0	0	0	3	4
AT1G09160	398	411	395	452	569	640
AT1G09170	14	13	6	6	2	7
AT1G09176	6	6	6	2	5	2
AT1G09180	35	67	44	37	41	32
AT1G09190	49	41	50	48	47	55
AT1G09195	265	287	212	174	169	246
AT1G09200	512	474	590	423	385	385
AT1G09210	7506	10043	7075	7351	5349	8437
AT1G09220	31	44	37	24	18	30
AT1G09230	440	507	366	520	547	713
AT1G09240	2075	3611	1610	2678	1895	4265
AT1G09245	0	0	0	0	0	0
AT1G04687	0	0	0	0	0	0
AT1G04693	0	0	0	0	0	0
AT1G09250	326	379	282	275	262	433
AT1G09260	0	0	0	0	0	0
AT1G09270	1715	2001	1571	1523	1288	2448
AT1G09280	475	541	470	361	379	521
AT1G09290	253	317	248	254	236	335
AT1G09300	489	561	464	384	353	500
AT1G09310	11203	11007	13267	7525	5902	8421
AT1G09320	178	256	175	230	273	367
AT1G09330	755	925	708	766	732	1137
AT1G09340	1801	1357	1896	1545	1432	1508
AT1G09350	29	86	85	28	11	22
AT1G09360	0	0	0	0	0	0
AT1G09370	1	3	1	0	2	2
AT1G09380	3	4	13	7	3	11
AT1G09390	59	52	56	87	63	82
AT1G04697	2	4	6	7	4	4
AT1G09400	10	7	11	6	12	14
AT1G09410	18	20	20	14	22	24
AT1G09415	220	239	195	193	175	207
AT1G09420	405	443	404	234	250	306
AT1G09421	185	192	190	101	110	120
AT1G09430	2657	2863	2252	1719	1386	2425
AT1G09440	119	182	129	126	114	137
AT1G09450	36	29	45	17	19	25
AT1G09460	169	113	116	112	143	156
AT1G09470	76	88	91	89	88	97
AT1G09480	230	238	163	79	76	159
AT1G09483	2	0	1	2	0	3
AT1G09490	512	538	362	199	222	357
AT1G09500	42	35	24	48	60	116
AT1G09510	1	0	1	1	0	1
AT1G09520	422	435	337	495	505	788
AT1G09530	1170	1138	752	671	694	1165
AT1G04703	0	0	0	0	0	0
AT1G09540	63	70	45	11	13	18
AT1G09550	3	0	0	0	0	2
AT1G09560	4066	3006	2734	1844	1614	3464
AT1G09570	3557	3752	2756	1584	1551	2789
AT1G09575	30	42	39	31	38	51
AT1G09580	151	161	164	136	132	162
AT1G09590	6108	6619	5864	8856	9898	10903
AT1G09600	14	16	13	12	21	9
AT1G09610	28	45	23	24	36	36
AT1G04707	18	35	17	18	32	29
AT1G09620	2706	3628	2768	3567	3249	5454
AT1G09625	0	0	0	0	0	0
AT1G09630	376	376	341	226	198	292
AT1G09640	5709	6283	5187	7432	7883	12059
AT1G09645	610	645	529	459	458	602
AT1G09650	15	14	20	13	12	18
AT1G04713	4	3	6	1	4	3
AT1G09660	487	577	478	779	827	979
AT1G04717	0	0	0	0	0	0
AT1G09665	1	0	0	0	0	1
AT1G09680	68	79	71	73	69	92
AT1G09690	8205	8940	7983	10688	11828	12865
AT1G09700	389	340	249	400	693	935
AT1G09710	129	181	143	74	92	120
AT1G09720	0	0	0	0	0	0
AT1G09730	1127	1347	1059	765	868	1214
AT1G09740	819	684	676	659	560	1058
AT1G09750	719	812	939	1015	729	900
AT1G09760	596	709	537	705	675	827
AT1G09770	3387	3935	3168	3994	3878	5870
AT1G09780	4581	5516	4225	11767	10683	17786
AT1G09790	0	0	0	0	0	0
AT1G09794	80	69	54	61	38	90
AT1G09795	636	811	696	562	587	702
AT1G04723	53	70	41	36	31	57
AT1G09800	97	112	80	111	114	159
AT1G04733	21	21	15	30	14	19
AT1G09810	327	430	275	379	406	543
AT1G09812	44	66	104	49	60	44
AT1G09815	629	684	550	501	492	619
AT1G09820	126	147	148	114	150	153
AT1G09830	617	746	586	783	705	996
AT1G09840	833	829	789	816	834	1274
AT1G09850	295	322	296	208	192	220
AT1G04737	37	42	25	21	17	20
AT1G09860	10	7	14	16	8	10
AT1G04743	3	1	2	0	1	0
AT1G09870	539	664	512	479	444	782
AT1G09880	10	18	16	17	11	14
AT1G04747	0	0	0	0	0	0
AT1G09890	20	42	28	18	16	36
AT1G09900	232	315	239	436	440	555
AT1G09910	576	738	542	275	253	407
AT1G09920	840	815	658	390	354	580
AT1G09930	21	25	18	7	11	24
AT1G09932	809	775	547	390	408	739
AT1G09935	32	10	15	3	3	21
AT1G09940	559	389	319	270	344	551
AT1G09950	16	17	27	21	32	43
AT1G09960	296	380	236	129	170	216
AT1G04753	0	0	0	0	1	0
AT1G09970	18712	16806	13975	12492	15304	22028
AT1G09980	1085	1320	973	757	761	1177
AT1G09995	85	74	74	76	68	89
AT1G10000	22	21	14	11	11	12
AT1G10010	2	0	0	0	0	0
AT1G10020	707	759	796	811	776	1235
AT1G10030	183	229	164	142	159	179
AT1G10040	134	198	127	151	168	222
AT1G10050	692	777	622	384	395	632
AT1G10060	504	854	585	462	415	583
AT1G10070	1578	2448	1738	545	475	760
AT1G10090	523	642	484	272	262	390
AT1G10095	81	105	98	87	75	106
AT1G10100	1	0	0	1	0	0
AT1G04763	0	1	0	1	0	0
AT1G10110	33	41	44	20	19	29
AT1G04767	26	34	37	18	18	28
AT1G10120	389	565	445	202	270	284
AT1G04773	52	92	62	18	37	38
AT1G10130	1233	1542	1084	979	961	1418
AT1G10140	219	228	129	92	128	191
AT1G10150	258	314	251	187	154	268
AT1G10155	284	334	272	207	172	284
AT1G10170	2162	1967	1748	3779	4900	9556
AT1G10180	645	851	619	417	436	578
AT1G10190	0	0	0	0	0	0
AT1G10200	787	871	757	577	520	748
AT1G10210	290	368	304	118	123	168
AT1G10220	11	5	5	5	2	21
AT1G10225	0	1	0	0	0	0
AT1G10230	182	221	180	280	322	349
AT1G10240	216	258	237	298	328	384
AT1G10250	0	4	1	12	0	1
AT1G04783	0	0	0	0	0	0
AT1G10270	405	640	446	1040	1110	1633
AT1G10280	127	138	115	88	84	144
AT1G10290	2910	3547	2963	2263	2131	3522
AT1G10300	5	4	2	10	12	14
AT1G10310	349	385	345	304	302	375
AT1G10320	531	647	469	509	592	677
AT1G10330	26	36	36	41	44	43
AT1G10340	1112	1203	791	283	232	800
AT1G10350	332	412	300	181	171	230
AT1G10360	164	133	169	82	69	66
AT1G10370	623	1176	830	961	908	1136
AT1G10380	250	244	231	96	117	130
AT1G10385	2	4	5	0	0	0
AT1G04787	0	0	0	0	0	0
AT1G10390	2551	3236	2435	2574	2523	3794
AT1G10395	89	116	81	74	48	130
AT1G10400	23	33	16	21	38	26
AT1G10410	2133	2363	1783	1480	1289	2334
AT1G04793	0	0	0	0	0	0
AT1G10417	57	73	70	27	29	31
AT1G10430	426	462	418	499	405	727
AT1G10440	0	0	0	0	0	0
AT1G10450	795	962	722	893	903	1351
AT1G10455	0	0	1	0	0	0
AT1G10460	7	8	14	13	6	12
AT1G10470	327	243	227	811	1070	1208
AT1G10480	99	149	79	116	201	359
AT1G10490	1001	1129	895	1270	1333	1794
AT1G10500	1345	1365	1112	767	754	1074
AT1G10510	477	548	457	536	549	746
AT1G10520	39	60	46	48	56	62
AT1G10522	197	194	169	251	243	267
AT1G04797	2	3	1	6	3	5
AT1G10530	13	9	6	20	18	18
AT1G04803	9	3	2	9	11	11
AT1G10540	82	175	105	46	36	103
AT1G10550	201	47	118	337	322	745
AT1G10560	16	18	21	6	6	14
AT1G10570	521	654	457	426	463	603
AT1G10580	1162	1400	1064	1791	1744	2678
AT1G10585	242	126	77	154	196	310
AT1G10586	0	0	0	0	0	1
AT1G10588	0	0	0	0	0	0
AT1G10590	2164	2473	1954	2523	2434	3579
AT1G10600	302	285	267	160	156	216
AT1G10610	156	176	139	92	77	123
AT1G10620	1	0	1	0	0	0
AT1G10630	1535	1785	1474	1343	1235	1802
AT1G04807	5	0	0	0	0	0
AT1G10640	216	291	312	131	142	143
AT1G10650	1045	1286	985	492	465	751
AT1G04813	0	0	0	0	0	0
AT1G10657	195	179	172	75	71	94
AT1G10660	511	521	448	273	273	381
AT1G10670	3666	4461	3671	2890	2727	3705
AT1G10680	2	2	0	0	1	3
AT1G10682	403	208	223	144	120	178
AT1G10690	159	220	186	65	57	90
AT1G10700	593	466	412	404	399	724
AT1G10710	6	3	5	4	1	1
AT1G10715	1	0	1	0	1	0
AT1G10717	0	0	0	0	0	0
AT1G10720	926	1039	773	526	518	772
AT1G10730	314	362	309	259	237	370
AT1G10740	542	518	454	481	446	766
AT1G10745	0	0	0	0	0	0
AT1G10747	0	1	3	0	0	0
AT1G10750	34	36	42	29	38	34
AT1G04817	1	0	0	0	0	0
AT1G10760	3894	5955	4633	2345	1957	3111
AT1G10770	2	0	1	1	1	3
AT1G10780	57	51	65	43	66	48
AT1G10790	10	15	19	11	9	16
AT1G10800	5	5	6	6	4	9
AT1G10810	36	25	39	18	22	24
AT1G10820	381	513	379	277	294	341
AT1G10830	358	369	308	192	172	202
AT1G10840	1591	1782	1420	1829	1910	2942
AT1G04823	65	85	77	54	39	80
AT1G10850	592	680	641	517	433	587
AT1G10865	585	522	492	471	476	663
AT1G04827	181	192	174	140	160	221
AT1G10870	680	780	652	432	461	675
AT1G10875	0	0	0	0	0	0
AT1G10880	0	1	0	1	0	0
AT1G10890	1289	1322	1039	1000	1150	1497
AT1G10900	1083	969	843	488	535	704
AT1G10910	371	382	339	220	236	266
AT1G10920	293	345	262	238	226	316
AT1G10930	246	303	268	207	255	286
AT1G10940	1945	2089	1660	1182	1032	1730
AT1G10950	2956	3654	2952	2578	2351	4062
AT1G10960	1841	1850	1946	1606	1303	1618
AT1G10970	124	174	132	171	153	160
AT1G10980	1	6	1	6	2	3
AT1G10990	222	231	220	203	244	297
AT1G11000	194	167	147	128	138	198
AT1G11010	0	0	0	0	0	0
AT1G11020	384	529	409	298	273	411
AT1G11030	0	0	0	0	0	0
AT1G11040	0	0	0	1	1	3
AT1G11050	1021	1250	841	598	674	1018
AT1G04833	1021	1249	840	598	674	1018
AT1G11060	499	589	470	414	430	675
AT1G11070	12	12	7	2	0	3
AT1G11080	119	86	84	79	92	77
AT1G04837	274	378	320	216	191	252
AT1G11090	274	376	320	216	191	251
AT1G11100	77	59	55	46	53	59
AT1G11110	0	0	1	0	0	0
AT1G11112	11	4	15	8	5	6
AT1G11120	43	42	37	34	36	40
AT1G11125	39	22	25	19	16	15
AT1G11130	336	383	354	257	276	300
AT1G11145	0	0	0	0	0	0
AT1G11160	50	48	45	49	48	58
AT1G11170	85	133	82	72	89	98
AT1G11175	116	162	130	59	71	64
AT1G11180	161	147	119	63	65	84
AT1G11185	120	79	40	41	70	100
AT1G11190	63	140	76	65	34	145
AT1G11200	546	478	397	323	333	616
AT1G11210	126	446	235	63	40	99
AT1G11220	21	27	25	16	18	14
AT1G11230	0	0	0	0	0	0
AT1G11240	388	386	372	588	631	712
AT1G11250	3	6	3	0	2	2
AT1G11260	2456	2196	1988	1103	905	1768
AT1G11270	71	87	70	76	73	110
AT1G11280	353	381	316	398	481	676
AT1G11290	69	92	71	57	66	76
AT1G11300	492	711	588	238	185	400
AT1G11303	387	418	334	246	251	381
AT1G11310	9274	8519	6071	3155	3251	6698
AT1G11320	96	116	80	98	92	143
AT1G11330	3065	4681	2921	3128	3142	5061
AT1G11340	117	161	120	111	82	142
AT1G11350	811	1003	921	614	543	678
AT1G11360	602	674	555	293	250	344
AT1G11362	0	0	0	0	0	1
AT1G11370	1	3	0	2	1	1
AT1G11380	131	118	118	143	151	122
AT1G11390	436	497	376	427	398	759
AT1G11400	415	380	345	263	331	389
AT1G04847	1	3	4	1	3	2
AT1G11410	347	539	459	306	226	374
AT1G11420	72	112	75	97	88	95
AT1G11430	866	1075	957	1091	977	1217
AT1G11440	165	201	153	112	85	99
AT1G11450	207	172	166	64	70	83
AT1G11460	9	8	23	6	6	5
AT1G11470	0	0	0	0	0	0
AT1G11475	530	641	468	611	614	847
AT1G11480	1842	1967	1716	1213	1224	1864
AT1G11490	1	2	2	3	1	0
AT1G11500	4	5	5	2	1	2
AT1G11510	1	0	1	0	0	0
AT1G11520	0	0	0	0	0	0
AT1G11530	153	111	132	56	54	64
AT1G04853	65	51	55	23	24	30
AT1G11540	17	22	23	23	21	22
